2,https://gradaustralia.com.au/westpac-group-summer-internship-program-20162017,Westpac Group Summer Internship Program 2016/2017,You’d never guess where this summer could take you Westpac Group is seeking talented and ambitious students to take part in our 2016 2017 Summer Internship Program. Our paid ten week program is a great way to explore a career with Westpac Group and give you a taste of what is like to work for us. It is designed to ensure that our interns get an insight into the banking and finance industry allowing you to make an informed career decision. Whichever business area you choose you will find a worthwhile investment of your time this summer. You’d never guess what skills you could develop and how much you’ll learn what could be more rewarding than the possibility to return to university with your graduate job offer in hand. We welcome applications from university students in their PENUTIMATE year of an undergraduate or post graduate degree and ask that you hold Australian permanent residency or citizenship to apply. The program runs for 10 weeks from December to February and talented interns will also have the opportunity to be considered for the Graduate Program in 2018. Applications for the Summer Internship Program open Monday 27 June. Applications close Midnight Friday 29 July 2016. Our summer internships programs will be available in the following areas Corporate and Institutional Banking Sydney Brisbane Perth and Melbourne Financial Markets Treasury Sydney Quantitative Risk Analytics Sydney Group Operations Sydney Adelaide Global Transactional Services Sydney ,"Monday, June 27, 2016","Friday, July 29, 2016",Specific date,,None,Internships,,"['Sydney', 'Melbourne', 'Perth', 'Brisbane & Adelaide']",2016-08-22 16:27:32
3,https://gradaustralia.com.au/allens-clerkship-program-perth,Allens Clerkship Program - Perth,Gain first hand exposure to life as a lawyer at an international commercial law firm Our clerkship programs offer an exceptional opportunity to experience our work people and culture over a three week period. There are three intakes throughout t the year two over summer holiday and one over winter holiday which coincide with your university break. Our clerkship programs are designed to give you the insights into the workings of a large corporate law firm and to help you make an informed decision on where you want to start your career. During the program you will get involved in market leading work with some of the most experienced and talented lawyers in our industry from day one. You will be given responsibility client contact and autonomy to run with tasks with the support of your development supervisors and buddies. You ll come away with all the insights you need to make an informed decision about where you want your career to start. We offer a range of experiences across a number of different practice groups and sectors as you complete your rotations with us. Here s a quick rundown of what you can look forward to An induction program that introduces you to our people and the work we do. On the job training with support from a partner and junior lawyer who ll act as your supervising partner and buddy. The opportunity to work with many of Australia s and the world s top 100 companies. Build strong relationships with our clients and our lawyers across our network. Tasks similar to those of a junior lawyer rotating through the group. Learn about our global secondment opportunities on offer to you early on in your career. Sports and social events where you will really get to know us and our culture. The chance to get involved in our community work. An opportunity to build a network of peers After you complete a clerkship program with us we will discuss graduate opportunities with you for the following year. Many of our clerks go on to become graduates with the firm. ,"Monday, July 18, 2016","Friday, August 5, 2016",Specific date,Bachelor degree,None,Internships,http://www.allens.com.au/careers/graduates/clerk/per.htm,"['Perth', 'WA']",2016-08-22 16:27:34
4,https://gradaustralia.com.au/ashurst-201617-seasonal-clerkships-perth,Ashurst 2016/17 Seasonal Clerkships - Perth,You ll spend your three week clerkship in a department being supervised by a partner and a lawyer who ll get you involved in real work. You ll learn about our specialist areas in Perth and get exposure to our collegiate environment. We offer three seperate clerkships throughout 2016 17. Complete an application at careers.ashurst.com between 18 July 5 August 2016. Address your application to Jacqueline Taylor Graduate Programs Consultant. ,"Monday, July 18, 2016","Friday, August 5, 2016",,Bachelor degree,,Internships,http://careers.ashurst.com/,"['Perth', 'WA']",2016-08-22 16:27:36
5,https://gradaustralia.com.au/clayton-utz-perth-vacation-clerkship-program-2016,Clayton Utz Perth Vacation Clerkship Program 2016,Clayton Utz is one of Australia s leading law firms with a reputation for standing out and for being outstanding. With 177 partners and over 1 200 employees across six offices we continue to build on our reputation for confident innovative and incisive legal advice. Our major areas of practice are Banking Financial Services Commercial Litigation Competition Corporate M A Capital Markets Environment Planning Insurance IP Technology Major Projects Construction Public Sector Real Estate Restructuring Insolvency Tax Workplace Relations Employment Safety and Pro Bono. What values are important to Clayton Utz At Clayton Utz our culture is based on Trust Respect and Co operation the fundamental relationship values which we all rely on in our day to day lives and relationships with family friends and importantly with colleagues. Together with our foundation value of Highest Ethical Standards these behavioural values and expectations form our Firm Charter the platform from which we can all work towards achieving our mission to be The Firm of Choice. What distinguishes Clayton Utz from other firms People. It always starts with people. At Clayton Utz we ve built a team of down to earth collaborative lawyers who know that at the heart of exceptional client service is knowing what your client needs. We offer the sharpest legal minds. The clearest advice that cuts through the complexity so our clients can concentrate on the things that really matter. And an unshakeable sense of what s possible. This offers our graduates the opportunities to work on cutting edge complex transactions and litigation with lawyers who are recognised as leaders in their fields. We also provide first class training and development to support our lawyers to be the best they can be. As one of the world s top 10 pro bono firms graduate will also have the chance to contribute to our pro bono practice and help make a difference to the individuals and organisations it supports. Clayton Utz was named among the ten leading pro bono firms in the world in the inaugural Who s Who Legal Global Pro Bono Survey. The survey recognises firms that are leading the way in their pro bono contributions levels of participation and efforts to institutionalise pro bono work. Clerkship Program If you re a law student in your penultimate year our Clerkship Programs will expose you to the fast pace of a full service commercial law firm and show you the law in action. You ll be working under the guidance of some of the sharpest legal minds in Australia on challenging complex and high profile transactions and matters. You ll be mentored by partners and lawyers who are leaders in their fields in a firm where individuality is embraced and innovation actively encouraged. Our Clerkship Programs are our future pipeline for the Graduate Program. They are designed to give you a feel for what it s like to be a Graduate and they are a great place to start your career. What stands out in an application When screening applications we take into account an applicant s r sum and cover letter strong academic results extracurricular activities university involvement work experience legal or non legal team work and leadership attention to detail and enthusiasm and motivation for a career in commercial law. What qualities does Clayton Utz look for in a clerk The most important ingredient in our success is our people. We re looking for clerks who are personable practical commercially savvy as well as flexible. Our lawyers undertake complex and innovative legal work so it s important that they are intelligent and motivated individuals who aren t afraid of a challenge. We ll look at whether they ve had a broad range of experiences such as part time employment voluntary work legal experience voluntary or otherwise or sporting cultural or community pursuits. They need to show they have behavioural skills such as time management initiative goal setting and achievement teamwork an understanding of client service and self motivation. Most importantly we are looking for clerks who we d enjoy working alongside. We want clerks who are going to be a good cultural fit and who embody the firm s values every day in all that they do. What type of work can a clerk expect to undertake Over the course of the program you ll join legal teams and work on actual matters for our clients across a wide range of legal areas under the supervision of a Partner or Senior Associate and with the support of the team. You ll have an opportunity to discover the office environment and culture at Clayton Utz first hand and to extend yourself and expand your knowledge. What other opportunities and experiences does Clayton Utz offer its clerks Clayton Utz prides itself on exceptional training and our seasonal clerks receive extensive research training and practical work experience. And because of our proud tradition of probono work and community involvement seasonal clerks will have every opportunity to get involved in Pro Bono work and Community Connect initiatives. We have secondment programs with various leading law firms around the world that see Clayton Utz lawyers living and working in London New York Tokyo Hong Kong and India. Our Japanese exchange program with leading Japanese law firms and trading houses involves extended secondments both to and from Japan. ,"Monday, July 18, 2016","Friday, August 5, 2016",Specific date,,,Internships,https://graduates.claytonutz.com/,['Perth '],2016-08-22 16:27:37
6,https://gradaustralia.com.au/minterellison-20162017-vacation-clerkships-perth,MinterEllison 2016/2017 Vacation Clerkships - Perth ,At MinterEllison our aspiration is to be our clients best partner. Our large diverse client base includes public and private companies leading multinationals operating in the region global financial institutions and government and state owned entities. We think beyond the law and apply a commercial approach and creative thinking to some of the region s most high profile transactions projects and disputes. We draw on the extensive capability of our own office network and relationships with other leading firms around the world to deliver seamless service to our clients wherever they need us. If you start your career at MinterEllison your experience in the first few years will be full of challenging and exciting work support and mentorship and professional and personal growth all the while having the opportunity to develop new networks and friendships. We invest heavily in the development and empowerment of our talent through our carefully designed clerkship and graduate programs and look to give graduates opportunities to collaborate innovate and inspire from day one. This investment includes a number of MinterEllison s career development initiatives that drive our success with clients our growth and our unique culture. Is MinterEllison where it all starts for you You should consider a career at MinterEllison if Your passion for excellence leads you to winning solutions. You have what it takes to apply technical thinking through the prism of commercial advice. Building relationships excites you. You see yourself outside the office working in partnership with clients. You think outside the box and embrace new ideas. You want to feel empowered and be part of a high performance team. Collaboration and inclusiveness are principles you value. The status quo bores you. You want to be part of something different. You re looking for a Firm with a clear game plan. What you can expect Our vacation clerkships offer you real life work experience. A comprehensive orientation program and learning on the job will help you build your legal skills and commercial acumen. During our program you will Work closely with partners and lawyers on active matters to meet deadlines Produce quality and meaningful work Participate in tangible learning development activities and Attend social and networking events. You will also be allocated a supervisor for daily support who will help you manage your workload and a buddy for extra insight and advice. You will enjoy a variety of challenging work for interesting clients an opportunity to develop your legal and commercial skills within our strong learning culture support and guidance from our lawyers and partners being part of a high performing team of clerks who are passionate about a career with MinterEllison a fantastic mix of real life work experience learning development and social activities top tier perks such as first class premises facilities and administrative support in house catering gym access and much more Apply Applications open 18th July 2016 Applications close 5th August 2016 To be eligible to apply for this role you must be legally permitted to work in Australia ,"Monday, July 18, 2016","Friday, August 5, 2016",Specific date,Bachelor degree,None,Internships,http://graduates.minterellison.com/#1,['Perth '],2016-08-22 16:27:39
7,https://gradaustralia.com.au/allens-clerkship-program-melbourne,Allens Clerkship Program - Melbourne,Gain first hand exposure to life as a lawyer at an international commercial law firm. Our clerkship programs offer an exceptional opportunity to experience our work people and culture. The program runs over three to 10 weeks this varies across each of our offices and includes full time work experience during your university break. Our clerkship programs are designed to give you the insights into the workings of a large corporate law firm and to help you make an informed decision on where you want to start your career. During the program you will get involved in market leading work with some of the most experienced and talented lawyers in our industry from day one. You will be given responsibility client contact and autonomy to run with tasks with the support of your development supervisors and buddies. You ll come away with all the insights you need to make an informed decision about where you want your career to start. We offer a range of experiences across a number of different practice groups and sectors as you complete your rotations with us. Here s a quick rundown of what you can look forward to An induction program that introduces you to our people and the work we do. On the job training with support from a partner and junior lawyer who ll act as your supervising partner and buddy. The opportunity to work with many of Australia s and the world s top 100 companies. Build strong relationships with our clients and our lawyers across our network. Tasks similar to those of a junior lawyer rotating through the group. Learn about our global secondment opportunities on offer to you early on in your career. Sports and social events where you will really get to know us and our culture. The chance to get involved in our community work. An opportunity to build a network of peers After you complete a clerkship program with us we will discuss graduate opportunities with you for the following year. Many of our clerks go on to become graduates with the firm. ,"Monday, July 11, 2016","Sunday, August 14, 2016",,Bachelor degree,,Internships,http://www.allens.com.au/careers/graduates/clerk/mel.htm,['Melbourne'],2016-08-22 16:27:41
8,https://gradaustralia.com.au/ashurst-201617-seasonal-clerkships-melbourne,Ashurst 2016/17 Seasonal Clerkships - Melbourne,You ll spend your three week clerkship in a department being supervised by a partner and a lawyer. You ll get involved in case studies and presentations within the business and really get involved in the Melbourne office community. We will be offering three clerkship periods over 2016 17. Complete an application at careers.ashurst.com between 11 July 14 August 2016. Address your application to Graduate Programs Consultant Lauren Evans ,"Monday, July 11, 2016","Sunday, August 14, 2016",,Bachelor degree,,Internships,http://careers.ashurst.com/,"['Melbourne', 'VIC']",2016-08-22 16:27:43
9,https://gradaustralia.com.au/clayton-utz-melbourne-vacation-clerkship-program-2016,Clayton Utz Melbourne Vacation Clerkship Program 2016 ,Clayton Utz is one of Australia s leading law firms with a reputation for standing out and for being outstanding. With 177 partners and over 1 200 employees across six offices we continue to build on our reputation for confident innovative and incisive legal advice. Our major areas of practice are Banking Financial Services Commercial Litigation Competition Corporate M A Capital Markets Environment Planning Insurance IP Technology Major Projects Construction Public Sector Real Estate Restructuring Insolvency Tax Workplace Relations Employment Safety and Pro Bono. What values are important to Clayton Utz At Clayton Utz our culture is based on Trust Respect and Co operation the fundamental relationship values which we all rely on in our day to day lives and relationships with family friends and importantly with colleagues. Together with our foundation value of Highest Ethical Standards these behavioural values and expectations form our Firm Charter the platform from which we can all work towards achieving our mission to be The Firm of Choice. What distinguishes Clayton Utz from other firms People. It always starts with people. At Clayton Utz we ve built a team of down to earth collaborative lawyers who know that at the heart of exceptional client service is knowing what your client needs. We offer the sharpest legal minds. The clearest advice that cuts through the complexity so our clients can concentrate on the things that really matter. And an unshakeable sense of what’s possible. This offers our graduates the opportunities to work on cutting edge complex transactions and litigation with lawyers who are recognised as leaders in their fields. We also provide first class training and development to support our lawyers to be the best they can be. As one of the world s top 10 pro bono firms graduate will also have the chance to contribute to our pro bono practice and help make a difference to the individuals and organisations it supports. Clayton Utz was named among the ten leading pro bono firms in the world in the inaugural Who s Who Legal Global Pro Bono Survey. The survey recognises firms that are leading the way in their pro bono contributions levels of participation and efforts to institutionalise pro bono work. Clerkship Program If you’re a law student in your penultimate year our Clerkship Programs will expose you to the fast pace of a full service commercial law firm and show you the law in action. You ll be working under the guidance of some of the sharpest legal minds in Australia on challenging complex and high profile transactions and matters. You ll be mentored by partners and lawyers who are leaders in their fields in a firm where individuality is embraced and innovation actively encouraged. Our Clerkship Programs are our future pipeline for the Graduate Program. They are designed to give you a feel for what it’s like to be a Graduate and they are a great place to start your career. What stands out in an application When screening applications we take into account an applicant s r sum and cover letter strong academic results extracurricular activities university involvement work experience legal or non legal team work and leadership attention to detail and enthusiasm and motivation for a career in commercial law. What qualities does Clayton Utz look for in a clerk The most important ingredient in our success is our people. We re looking for clerks who are personable practical commercially savvy as well as flexible. Our lawyers undertake complex and innovative legal work so it’s important that they are intelligent and motivated individuals who aren’t afraid of a challenge. We ll look at whether they ve had a broad range of experiences such as part time employment voluntary work legal experience voluntary or otherwise or sporting cultural or community pursuits. They need to show they have behavioural skills such as time management initiative goal setting and achievement teamwork an understanding of client service and self motivation. Most importantly we are looking for clerks who we d enjoy working alongside. We want clerks who are going to be a good cultural fit and who embody the firm s values every day in all that they do. What type of work can a clerk expect to undertake Over the course of the program you’ll join legal teams and work on actual matters for our clients across a wide range of legal areas under the supervision of a Partner or Senior Associate and with the support of the team. You’ll have an opportunity to discover the office environment and culture at Clayton Utz first hand and to extend yourself and expand your knowledge. What other opportunities and experiences does Clayton Utz offer its clerks Clayton Utz prides itself on exceptional training and our seasonal clerks receive extensive research training and practical work experience. And because of our proud tradition of pro bono work and community involvement seasonal clerks will have every opportunity to get involved in Pro Bono work and Community Connect initiatives. We have secondment programs with various leading law firms around the world that see Clayton Utz lawyers living and working in London New York Tokyo Hong Kong and India. Our Japanese exchange program with leading Japanese law firms and trading houses involves extended secondments both to and from Japan. ,"Monday, July 11, 2016","Sunday, August 14, 2016",Specific date,,,Internships,https://graduates.claytonutz.com/,['Melbourne '],2016-08-22 16:27:44
10,https://gradaustralia.com.au/kordamentha-2017-forensic-technology-graduate-program,KordaMentha 2017 Forensic Technology Graduate Program,KordaMentha is an advisory and investment firm that provides Forensic Real Estate Turnaround and Restructuring Services. With offices in Australia New Zealand and Singapore and an international network in cooperation with AlixPartners we have managed some of the most complex assignments in Australia and abroad. Whether our clients are looking to expand invest detect inappropriate behaviour or overcome under performance within their organisation our team of almost 350 business specialists draw upon their extensive industry and functional experience to deliver the best outcomes for stakeholders. Our multi disciplined forensic group is the largest group of independent forensic specialists in Australia and have worked on some of the highest profile matters across Australia and Asia Pacific. Our Forensic services include dispute analysis data analytics investigations fraud and risk assessments and forensic technology. This diversity offers graduates the opportunity to work across various service areas. In our Forensic Technology practice our focus is on providing computer forensic and eDiscovery services to support litigation corporate and regulatory investigations involving intellectual property IP infringement and theft corporate fraud and financial crime contractual disputes defamation and harassment identity theft and misuse or unauthorised access to computing or Internet resources KordaMentha will provide you with a comprehensive range of training to enable you to work in this exciting fast moving and challenging forensic discipline as well as a flexible working environment. You will also benefit from being mentored by some of the industry s most experienced investigators across our offices in Australia and Singapore. This is a rare opportunity to enter a fascinating field of forensic technology with one of the country s leading contributors. Culture of Growth What unites everyone at KordaMentha is a desire to use our skills to make a difference both for our clients and in our communities. This translates into active involvement with a range of charities and community organisations. We have a vibrant culture with a range of social functions and team sporting events to develop career long relationships with clients and your peers. In other words working for KordaMentha is much more than just a job it s a real opportunity for growth both professionally and personally. A suitable person for this position will have the following Genuine enthusiasm for digital forensics and electronic discovery An aptitude for dealing with digital information in a range of formats Strong capacity for lateral thinking investigation and problem solving Excellent written and verbal communication skills Strong understanding of common computer hardware and operating systems Proven experience to troubleshoot and resolve complex computer problems It would be an advantage to also have the following Computer programming skills Experience with EnCase FTK or related computer forensic software tools Understanding of the Australian legal system Some of the benefits of being a KordaMentha Graduate include Exposure to high profile and diverse clients. Experience with engagements across various industries. Actively supported and encouraged to continue professional development. Fully funded CA program support inclusive of study leave and additional study support. Personalised mentor and buddy programs to assist with your personal and professional development. Secondment opportunities. Training through the KordaMentha Business School. Supportive team environment including an open door policy. Active social culture including team sports and involvement with various charities. Travel opportunities. Social and client functions. Extensive networking opportunities. Six monthly performance reviews to recognise your performance and achievements. Health and well being program. Corporate discount programs. Employee Assistance Program. Flexible and accommodating work practices. To be eligible to apply for this role you must Be an Australian Citizen or Permanent Resident at the time of application Be either currently studying toward or have recently completed a Computer Science Information Technology or related degree. We are a client focused firm so in addition to your academic results we consider your personal qualities characteristics and interests. We look for well rounded candidates who have some prior work experience although not necessarily in accounting . Applications close Melbourne 14 August 2016 ,"Sunday, July 17, 2016","Sunday, August 14, 2016",Specific date,Bachelor degree,None,Graduate Jobs,http://kordamentha.com/gradcareers?utm_source=Grad%20Australia&utm_medium=Grad%20portal&utm_campaign=Grad%20Campaign,['Melbourne '],2016-08-22 16:27:46
11,https://gradaustralia.com.au/kordamentha-2017-restructuring-graduate-program,KordaMentha 2017 Restructuring Graduate Program,KordaMentha is an advisory and investment firm that provides Forensic Real Estate Turnaround and Restructuring Services. With offices in Australia New Zealand and Singapore and an international network in cooperation with AlixPartners we have managed some of the most complex assignments in Australia and abroad. Whether our clients are looking to expand invest detect inappropriate behaviour or overcome under performance within their organisation our team of almost 350 business specialists draw upon their extensive industry and functional experience to deliver the best outcomes for stakeholders. Our Restructuring group is Australia s Largest and offers graduates real opportunities to work on some of the most diverse and challenging restructuring engagements in Australia and abroad. Our work varies from informal restructuring and advisory engagements to formal insolvency engagements such as receiverships and voluntary administrations involving a broad range of distressed businesses across all industries. As a firm we pride ourselves on our ability to develop innovative solutions for our clients whilst managing the ever increasing number of stakeholders involved in the restructuring landscape. Real responsibilities start on day one at KordaMentha From the moment you start your career at KordaMentha you ll discover that you aren t working at a typical professional services firm. You ll be able to immediately sink your teeth into meaningful and involving projects. Develop real world skills Our projects cover a broad range of organisations from large blue chip companies to rural enterprises and smaller entrepreneurial businesses. As each of our projects present a unique set of challenges you will develop advanced problem solving and business skills which will help grow your career including Accounting finance and business aptitude Powerful communication and negotiation skills Critical and strategic thinking expertise Rapid commercial decision making flair. KordaMentha Business School To complement the experience you gain on the job you will improve your skills by attending ongoing training at our formal training school. You ll also be fully funded and supported while you study for your CA qualification. Culture of Growth What unites everyone at KordaMentha is a desire to use our skills to make a difference both for our clients and in our communities. This translates into active involvement with a range of charities and community organisations. We have a vibrant culture with a range of social functions and team sporting events to develop career long relationships with clients and your peers. In other words working for KordaMentha is much more than just a job it s a real opportunity for growth both professionally and personally. Some of the benefits of being a KordaMentha Graduate include Exposure to high profile and diverse clients. Experience with engagements across various industries. Actively supported and encouraged to continue professional development. Fully funded CA program support inclusive of study leave and additional study support. Personalised mentor and buddy programs to assist with your personal and professional development. Secondment opportunities. Training through the KordaMentha Business School. Supportive team environment including an open door policy. Active social culture including team sports and involvement with various charities. Travel opportunities. Social and client functions. Extensive networking opportunities. Six monthly performance reviews to recognise your performance and achievements. Health and well being program. Corporate discount programs. Employee Assistance Program. Flexible and accommodating work practices. To be eligible to apply for our Graduate Program you must Be an Australian Citizen or Permanent Resident at the time of application Completed or be in your final year of a Commerce or related degree preferably majoring in Accounting. We are a client focused firm so in addition to your academic results we consider your personal qualities characteristics and interests. We look for well rounded candidates who have some prior work experience although not necessarily in accounting . Applications close Melbourne Sydney Perth 14 August Brisbane Townsville 7 August ,"Sunday, July 17, 2016","Sunday, August 14, 2016",,Bachelor degree,,Graduate Jobs,http://kordamentha.com/gradcareers?utm_source=Grad%20Australia&utm_medium=Grad%20portal&utm_campaign=Grad%20Campaign,"['Melbourne', 'Sydney,Brisbane', 'Townsville']",2016-08-22 16:27:48
